date,campaign_name,ad_set_name,placement,age,gender,region,impressions,reach,clicks,cost,user_id,conversions,revenue,purchase_roas,cpc,ctr
2024-08-01 14:07:22.323296,Brand Awareness,Set 2,Marketplace,45-54,Female,New York,1895,1653,108,198.47,UID205,4,472.96,2.38,1.84,0.057
2024-08-03 14:07:22.323296,Product Launch,Set 2,Video Feeds,55-64,Female,Illinois,4255,2620,169,255.04,UID259,7,531.46,2.08,1.51,0.0397
2024-09-03 14:07:22.323296,Product Launch,Set 3,Feed,45-54,Female,Florida,3009,1888,74,53.46,UID281,2,132.54,2.48,0.72,0.0246
2024-07-28 14:07:22.323296,Brand Awareness,Set 2,Feed,45-54,Male,California,6455,4774,190,228.56,UID287,7,829.01,3.63,1.2,0.0294
2024-08-12 14:07:22.323296,Holiday Sale,Set 1,Stories,18-24,Male,Florida,8572,4527,356,100.45,UID494,7,419.97,4.18,0.28,0.0415
2024-07-17 14:07:22.323296,Product Launch,Set 2,Marketplace,25-34,Male,California,3320,2251,127,124.37,UID107,3,335.42,2.7,0.98,0.0383
2024-08-31 14:07:22.323296,Holiday Sale,Set 1,Marketplace,55-64,Male,New York,3756,2351,179,131.57,UID237,7,496.93,3.78,0.74,0.0477
2024-07-12 14:07:22.323296,Brand Awareness,Set 2,Feed,55-64,Male,Illinois,5150,3900,114,106.84,UID377,4,351.09,3.29,0.94,0.0221
2024-07-02 14:07:22.323296,Product Launch,Set 1,Video Feeds,18-24,Male,Texas,5580,4266,349,217.8,UID222,8,731.42,3.36,0.62,0.0625
2024-08-08 14:07:22.323296,Holiday Sale,Set 1,Feed,45-54,Female,Texas,5202,2938,154,107.15,UID118,4,236.94,2.21,0.7,0.0296
2024-07-17 14:07:22.323296,Holiday Sale,Set 2,Marketplace,18-24,Male,New York,4995,3329,249,155.64,UID441,6,342.54,2.2,0.63,0.0498
2024-06-29 14:07:22.323296,Brand Awareness,Set 1,Video Feeds,45-54,Male,New York,3649,3404,205,549.52,UID380,7,574.27,1.05,2.68,0.0562
2024-08-14 14:07:22.323296,Product Launch,Set 2,Video Feeds,25-34,Female,Florida,9633,5302,262,247.8,UID497,7,347.96,1.4,0.95,0.0272
2024-06-25 14:07:22.323296,Holiday Sale,Set 2,Marketplace,25-34,Female,Illinois,9534,5101,295,122.21,UID472,7,491.08,4.02,0.41,0.0309
2024-07-20 14:07:22.323296,Holiday Sale,Set 2,Feed,35-44,Male,Illinois,10101,4962,276,378.84,UID381,9,588.63,1.55,1.37,0.0273
2024-06-29 14:07:22.323296,Holiday Sale,Set 1,Feed,45-54,Male,Florida,4347,2468,237,201.74,UID83,7,333.35,1.65,0.85,0.0545
2024-08-06 14:07:22.323296,Holiday Sale,Set 2,Feed,18-24,Female,Illinois,6130,3013,156,31.46,UID334,3,163.93,5.21,0.2,0.0254
2024-08-15 14:07:22.323296,Holiday Sale,Set 3,Stories,18-24,Male,Illinois,9022,5099,536,272.11,UID444,12,676.45,2.49,0.51,0.0594
2024-08-01 14:07:22.323296,Holiday Sale,Set 1,Stories,18-24,Female,Texas,4041,2103,130,39.14,UID304,3,197.58,5.05,0.3,0.0322
2024-06-29 14:07:22.323296,Holiday Sale,Set 3,Video Feeds,35-44,Female,Illinois,4464,2521,199,124.21,UID440,6,275.98,2.22,0.62,0.0446
2024-08-16 14:07:22.323296,Holiday Sale,Set 3,Feed,55-64,Male,New York,7792,5116,88,180.23,UID447,3,201.19,1.12,2.05,0.0113
2024-09-09 14:07:22.323296,Holiday Sale,Set 3,Stories,18-24,Female,Texas,4944,2592,144,47.36,UID363,3,146.2,3.09,0.33,0.0291
2024-07-27 14:07:22.323296,Holiday Sale,Set 3,Video Feeds,25-34,Male,New York,2679,1782,72,28.09,UID278,1,93.73,3.34,0.39,0.0269
2024-08-03 14:07:22.323296,Product Launch,Set 2,Marketplace,18-24,Female,New York,3310,2121,176,118.25,UID75,3,320.15,2.71,0.67,0.0532
2024-08-13 14:07:22.323296,Brand Awareness,Set 3,Marketplace,18-24,Female,Florida,5485,4181,130,78.59,UID191,3,214.79,2.73,0.6,0.0237
2024-08-12 14:07:22.323296,Brand Awareness,Set 1,Feed,18-24,Female,Illinois,4373,3775,202,152.58,UID75,5,468.13,3.07,0.76,0.0462
2024-06-29 14:07:22.323296,Brand Awareness,Set 3,Marketplace,55-64,Male,Illinois,1656,1577,62,92.96,UID26,2,174.44,1.88,1.5,0.0374
2024-07-13 14:07:22.323296,Holiday Sale,Set 3,Marketplace,18-24,Male,Illinois,4629,2854,231,71.35,UID262,4,226.01,3.17,0.31,0.0499
2024-08-28 14:07:22.323296,Brand Awareness,Set 3,Marketplace,55-64,Male,Illinois,6734,6175,247,386.77,UID497,10,716.26,1.85,1.57,0.0367
2024-09-04 14:07:22.323296,Holiday Sale,Set 2,Video Feeds,55-64,Male,Texas,5842,3056,259,182.17,UID488,10,555.71,3.05,0.7,0.0443
2024-07-24 14:07:22.323296,Product Launch,Set 3,Marketplace,35-44,Male,California,4360,2568,162,231.86,UID356,4,311.37,1.34,1.43,0.0372
2024-07-15 14:07:22.323296,Brand Awareness,Set 3,Marketplace,25-34,Male,New York,6018,3003,264,124.1,UID317,7,434.58,3.5,0.47,0.0439
2024-08-26 14:07:22.323296,Product Launch,Set 3,Video Feeds,18-24,Female,California,5168,3466,152,79.75,UID361,3,250.8,3.14,0.52,0.0294
2024-09-08 14:07:22.323296,Product Launch,Set 1,Stories,18-24,Female,California,4095,3384,160,77.17,UID316,3,289.06,3.75,0.48,0.0391
2024-06-25 14:07:22.323296,Holiday Sale,Set 2,Video Feeds,18-24,Male,California,9015,5865,421,198.26,UID31,10,714.89,3.61,0.47,0.0467
2024-09-03 14:07:22.323296,Brand Awareness,Set 2,Stories,55-64,Male,Texas,3293,2503,112,90.46,UID71,4,268.26,2.97,0.81,0.034
2024-08-15 14:07:22.323296,Product Launch,Set 2,Video Feeds,45-54,Male,California,6588,5038,308,396.79,UID363,10,776.16,1.96,1.29,0.0468
2024-08-28 14:07:22.323296,Brand Awareness,Set 1,Feed,25-34,Female,Texas,6733,5882,357,289.12,UID393,10,757.51,2.62,0.81,0.053
2024-06-22 14:07:22.323296,Product Launch,Set 3,Marketplace,18-24,Male,Florida,5479,3264,130,125.92,UID36,2,147.45,1.17,0.97,0.0237
2024-08-04 14:07:22.323296,Product Launch,Set 1,Stories,45-54,Male,Florida,2913,1970,96,102.37,UID319,3,199.4,1.95,1.07,0.033
2024-08-10 14:07:22.323296,Holiday Sale,Set 2,Video Feeds,45-54,Male,Florida,6423,3621,146,241.99,UID174,4,196.08,0.81,1.66,0.0227
2024-06-18 14:07:22.323296,Brand Awareness,Set 2,Stories,45-54,Female,Texas,3154,2839,134,151.52,UID130,5,411.07,2.71,1.13,0.0425
2024-07-20 14:07:22.323296,Holiday Sale,Set 2,Stories,25-34,Female,Texas,8020,4215,181,104.87,UID125,4,287.68,2.74,0.58,0.0226
2024-07-03 14:07:22.323296,Holiday Sale,Set 1,Marketplace,45-54,Female,New York,6465,4224,286,302.44,UID68,10,670.88,2.22,1.06,0.0442
2024-07-08 14:07:22.323296,Holiday Sale,Set 2,Stories,18-24,Female,California,5731,3192,274,66.68,UID321,6,296.84,4.45,0.24,0.0478
2024-07-25 14:07:22.323296,Holiday Sale,Set 3,Video Feeds,18-24,Male,Illinois,3730,1926,120,55.3,UID411,3,145.39,2.63,0.46,0.0322
2024-08-02 14:07:22.323296,Holiday Sale,Set 1,Feed,35-44,Male,Illinois,1812,960,21,15.45,UID252,0,0.0,0.0,0.74,0.0116
2024-09-04 14:07:22.323296,Product Launch,Set 3,Feed,55-64,Male,California,3338,2574,96,153.65,UID59,3,250.57,1.63,1.6,0.0288
2024-07-30 14:07:22.323296,Brand Awareness,Set 2,Marketplace,45-54,Female,Illinois,4976,4439,186,338.05,UID67,6,620.07,1.83,1.82,0.0374
2024-07-20 14:07:22.323296,Brand Awareness,Set 2,Video Feeds,55-64,Male,Illinois,5774,5327,142,319.18,UID255,6,440.04,1.38,2.25,0.0246
2024-06-24 14:07:22.323296,Holiday Sale,Set 1,Video Feeds,55-64,Female,Illinois,5301,2783,151,128.86,UID469,6,248.54,1.93,0.85,0.0285
2024-08-31 14:07:22.323296,Brand Awareness,Set 3,Feed,55-64,Male,Texas,2582,2060,18,20.11,UID210,0,0.0,0.0,1.12,0.007
2024-06-21 14:07:22.323296,Product Launch,Set 1,Video Feeds,55-64,Male,Texas,5140,3508,166,203.74,UID68,6,308.25,1.51,1.23,0.0323
2024-06-26 14:07:22.323296,Holiday Sale,Set 3,Stories,55-64,Male,Texas,7548,3807,205,176.21,UID42,7,341.57,1.94,0.86,0.0272
2024-09-08 14:07:22.323296,Product Launch,Set 2,Marketplace,18-24,Male,California,6198,4686,181,64.48,UID259,3,239.88,3.72,0.36,0.0292
2024-08-01 14:07:22.323296,Product Launch,Set 1,Feed,25-34,Female,Florida,5149,3427,117,104.64,UID234,2,171.45,1.64,0.89,0.0227
2024-07-21 14:07:22.323296,Holiday Sale,Set 1,Marketplace,45-54,Female,Illinois,10657,5668,509,294.75,UID286,18,1188.27,4.03,0.58,0.0478
2024-08-28 14:07:22.323296,Product Launch,Set 3,Stories,45-54,Female,New York,7083,4609,115,109.55,UID164,3,224.36,2.05,0.95,0.0162
2024-07-20 14:07:22.323296,Holiday Sale,Set 2,Feed,18-24,Male,Texas,3247,1809,159,79.3,UID245,3,219.53,2.77,0.5,0.049
2024-08-13 14:07:22.323296,Product Launch,Set 2,Video Feeds,18-24,Female,New York,2157,1675,147,242.58,UID66,3,201.78,0.83,1.65,0.0682
2024-08-30 14:07:22.323296,Brand Awareness,Set 3,Video Feeds,55-64,Male,Illinois,2304,2190,87,179.13,UID238,3,253.26,1.41,2.06,0.0378
2024-06-22 14:07:22.323296,Brand Awareness,Set 3,Stories,25-34,Male,Florida,5752,5414,220,284.29,UID297,6,614.71,2.16,1.29,0.0382
2024-06-21 14:07:22.323296,Brand Awareness,Set 3,Feed,45-54,Male,New York,1436,1272,34,63.43,UID221,1,103.25,1.63,1.87,0.0237
2024-07-27 14:07:22.323296,Holiday Sale,Set 3,Marketplace,35-44,Male,Illinois,7029,3674,432,279.51,UID270,13,411.07,1.47,0.65,0.0615
2024-08-11 14:07:22.323296,Product Launch,Set 3,Feed,18-24,Male,Illinois,4492,3446,292,124.03,UID31,7,783.71,6.32,0.42,0.065
2024-09-03 14:07:22.323296,Product Launch,Set 2,Video Feeds,35-44,Female,Texas,2558,1517,81,31.6,UID67,2,170.33,5.39,0.39,0.0317
2024-09-08 14:07:22.323296,Brand Awareness,Set 2,Feed,45-54,Female,Florida,4373,4108,104,162.64,UID79,3,282.53,1.74,1.56,0.0238
2024-07-30 14:07:22.323296,Brand Awareness,Set 1,Feed,18-24,Male,Illinois,3735,3488,202,210.92,UID149,5,424.98,2.01,1.04,0.0541
2024-07-18 14:07:22.323296,Holiday Sale,Set 2,Video Feeds,45-54,Male,Florida,7815,4694,328,202.18,UID442,12,976.22,4.83,0.62,0.042
2024-09-06 14:07:22.323296,Holiday Sale,Set 3,Video Feeds,18-24,Female,Texas,2338,1137,94,41.08,UID445,1,109.34,2.66,0.44,0.0402
2024-08-25 14:07:22.323296,Product Launch,Set 2,Marketplace,45-54,Male,New York,3190,2656,69,52.99,UID116,2,243.23,4.59,0.77,0.0216
2024-07-06 14:07:22.323296,Holiday Sale,Set 2,Feed,35-44,Female,California,4033,2492,86,46.49,UID267,1,97.1,2.09,0.54,0.0213
2024-07-05 14:07:22.323296,Holiday Sale,Set 2,Video Feeds,25-34,Male,California,7488,4594,273,148.75,UID207,7,518.41,3.49,0.54,0.0365
2024-06-29 14:07:22.323296,Holiday Sale,Set 1,Stories,18-24,Female,California,5464,2620,336,213.91,UID495,7,371.65,1.74,0.64,0.0615
2024-06-19 14:07:22.323296,Brand Awareness,Set 1,Video Feeds,35-44,Male,Florida,5771,4729,310,527.62,UID303,10,860.31,1.63,1.7,0.0537
2024-07-01 14:07:22.323296,Brand Awareness,Set 3,Marketplace,45-54,Female,California,3401,2468,40,50.52,UID3,1,103.69,2.05,1.26,0.0118
2024-08-25 14:07:22.323296,Product Launch,Set 3,Marketplace,35-44,Male,New York,5196,3499,135,207.44,UID451,3,284.32,1.37,1.54,0.026
2024-07-03 14:07:22.323296,Holiday Sale,Set 1,Stories,18-24,Male,Illinois,9339,5423,386,555.13,UID147,9,549.51,0.99,1.44,0.0413
2024-06-19 14:07:22.323296,Brand Awareness,Set 2,Marketplace,35-44,Male,Florida,1340,1291,71,92.69,UID79,2,156.73,1.69,1.31,0.053
2024-07-07 14:07:22.323296,Holiday Sale,Set 2,Feed,45-54,Male,New York,6064,3173,144,117.08,UID62,4,322.45,2.75,0.81,0.0237
2024-09-05 14:07:22.323296,Product Launch,Set 1,Marketplace,55-64,Male,Florida,4742,3505,99,46.93,UID353,3,321.81,6.86,0.47,0.0209
2024-06-28 14:07:22.323296,Holiday Sale,Set 3,Stories,25-34,Female,Florida,4227,2111,166,141.34,UID121,4,316.9,2.24,0.85,0.0393
2024-06-24 14:07:22.323296,Product Launch,Set 2,Marketplace,25-34,Male,Florida,4504,3026,189,162.0,UID41,4,377.52,2.33,0.86,0.042
2024-07-15 14:07:22.323296,Product Launch,Set 3,Stories,55-64,Male,Texas,8042,4397,267,220.59,UID9,10,540.91,2.45,0.83,0.0332
2024-06-27 14:07:22.323296,Brand Awareness,Set 2,Marketplace,18-24,Male,Illinois,2880,2661,130,99.71,UID205,3,320.59,3.22,0.77,0.0451
2024-07-06 14:07:22.323296,Holiday Sale,Set 3,Video Feeds,35-44,Male,California,6124,3526,81,50.42,UID65,1,104.05,2.06,0.62,0.0132
2024-07-21 14:07:22.323296,Brand Awareness,Set 2,Stories,35-44,Female,Texas,2470,1915,87,65.05,UID310,2,153.22,2.36,0.75,0.0352
2024-07-23 14:07:22.323296,Holiday Sale,Set 3,Marketplace,55-64,Female,Illinois,5539,3005,155,204.43,UID294,6,378.98,1.85,1.32,0.028
2024-06-24 14:07:22.323296,Holiday Sale,Set 3,Feed,55-64,Female,California,8089,4028,132,42.64,UID181,4,299.61,7.03,0.32,0.0163
2024-07-15 14:07:22.323296,Product Launch,Set 3,Stories,45-54,Male,Texas,9832,4403,420,348.67,UID410,14,639.23,1.83,0.83,0.0427
2024-07-27 14:07:22.323296,Product Launch,Set 1,Stories,45-54,Male,Texas,6910,4291,150,85.62,UID284,4,414.21,4.84,0.57,0.0217
2024-08-30 14:07:22.323296,Holiday Sale,Set 3,Marketplace,25-34,Male,New York,5770,3610,340,378.64,UID186,9,604.59,1.6,1.11,0.0589
2024-07-20 14:07:22.323296,Brand Awareness,Set 1,Video Feeds,18-24,Male,Texas,3509,2541,266,194.34,UID200,6,502.53,2.59,0.73,0.0758
2024-07-19 14:07:22.323296,Product Launch,Set 1,Video Feeds,18-24,Male,Florida,6127,3864,285,248.91,UID241,6,348.24,1.4,0.87,0.0465
2024-08-21 14:07:22.323296,Product Launch,Set 3,Marketplace,55-64,Female,Texas,6900,5217,84,107.96,UID312,3,296.38,2.75,1.29,0.0122
2024-08-08 14:07:22.323296,Holiday Sale,Set 1,Marketplace,25-34,Female,Florida,6187,4004,202,217.71,UID80,6,477.88,2.2,1.08,0.0326
2024-08-21 14:07:22.323296,Holiday Sale,Set 1,Feed,25-34,Female,Illinois,9402,6201,426,594.05,UID381,12,750.65,1.26,1.39,0.0453
2024-07-31 14:07:22.323296,Product Launch,Set 1,Marketplace,45-54,Male,Illinois,6078,4815,158,262.36,UID365,4,398.48,1.52,1.66,0.026
2024-06-20 14:07:22.323296,Brand Awareness,Set 2,Stories,35-44,Female,Florida,3143,2399,102,146.01,UID336,3,217.56,1.49,1.43,0.0325
2024-07-12 14:07:22.323296,Product Launch,Set 3,Marketplace,18-24,Female,New York,3990,2612,118,74.09,UID399,2,178.57,2.41,0.63,0.0296
2024-07-14 14:07:22.323296,Holiday Sale,Set 1,Feed,25-34,Male,New York,5908,3786,106,86.21,UID97,3,176.66,2.05,0.81,0.0179
2024-07-11 14:07:22.323296,Product Launch,Set 3,Marketplace,45-54,Female,Illinois,1972,1589,87,137.32,UID430,2,153.41,1.12,1.58,0.0441
2024-08-22 14:07:22.323296,Holiday Sale,Set 1,Marketplace,45-54,Male,Texas,4753,2827,117,83.98,UID349,3,193.19,2.3,0.72,0.0246
2024-07-23 14:07:22.323296,Product Launch,Set 3,Stories,45-54,Male,Illinois,6853,4535,198,212.73,UID333,7,576.13,2.71,1.07,0.0289
2024-07-19 14:07:22.323296,Holiday Sale,Set 1,Video Feeds,35-44,Male,Illinois,9025,4616,318,173.96,UID370,10,599.12,3.44,0.55,0.0352
2024-07-28 14:07:22.323296,Holiday Sale,Set 2,Marketplace,25-34,Male,Florida,6643,4232,139,131.55,UID290,3,179.62,1.37,0.95,0.0209
2024-06-29 14:07:22.323296,Brand Awareness,Set 2,Feed,55-64,Male,New York,4681,3564,84,146.65,UID205,3,362.38,2.47,1.75,0.0179
2024-09-05 14:07:22.323296,Holiday Sale,Set 2,Marketplace,55-64,Female,Florida,5302,3176,149,85.43,UID290,6,322.76,3.78,0.57,0.0281
2024-07-16 14:07:22.323296,Product Launch,Set 1,Marketplace,45-54,Male,Illinois,3646,3009,111,132.79,UID267,3,219.09,1.65,1.2,0.0304
2024-07-13 14:07:22.323296,Holiday Sale,Set 3,Stories,45-54,Male,California,7282,4425,161,124.85,UID307,6,290.68,2.33,0.78,0.0221
2024-08-16 14:07:22.323296,Product Launch,Set 1,Video Feeds,35-44,Female,Texas,4008,2596,170,166.25,UID81,4,374.95,2.26,0.98,0.0424
2024-06-20 14:07:22.323296,Brand Awareness,Set 2,Video Feeds,45-54,Male,Illinois,6535,5128,144,136.03,UID411,5,259.16,1.91,0.94,0.022
2024-09-12 14:07:22.323296,Product Launch,Set 1,Video Feeds,25-34,Male,Florida,5534,3356,123,174.47,UID43,3,247.04,1.42,1.42,0.0222
2024-07-11 14:07:22.323296,Brand Awareness,Set 3,Marketplace,45-54,Female,California,4667,4227,186,179.29,UID46,6,452.82,2.53,0.96,0.0399
2024-07-12 14:07:22.323296,Brand Awareness,Set 2,Stories,45-54,Female,California,2410,2061,64,187.21,UID121,2,178.28,0.95,2.93,0.0266
2024-06-19 14:07:22.323296,Holiday Sale,Set 1,Stories,25-34,Male,Illinois,783,397,40,28.67,UID232,0,0.0,0.0,0.72,0.0511
2024-07-25 14:07:22.323296,Brand Awareness,Set 3,Marketplace,18-24,Female,New York,4667,3585,162,120.04,UID170,4,380.68,3.17,0.74,0.0347
2024-08-09 14:07:22.323296,Product Launch,Set 2,Stories,55-64,Male,California,3904,2286,85,122.06,UID373,3,297.7,2.44,1.44,0.0218
2024-08-07 14:07:22.323296,Brand Awareness,Set 3,Video Feeds,45-54,Female,Texas,5475,5439,151,213.88,UID317,5,535.63,2.5,1.42,0.0276
2024-09-02 14:07:22.323296,Brand Awareness,Set 3,Stories,25-34,Female,Florida,2630,2494,199,439.29,UID393,5,423.48,0.96,2.21,0.0757
2024-07-02 14:07:22.323296,Holiday Sale,Set 2,Marketplace,55-64,Male,Florida,4804,2620,88,101.16,UID5,3,160.01,1.58,1.15,0.0183
2024-08-30 14:07:22.323296,Product Launch,Set 1,Marketplace,35-44,Male,Florida,6814,5587,218,96.69,UID379,7,616.74,6.38,0.44,0.032
2024-07-27 14:07:22.323296,Brand Awareness,Set 1,Feed,18-24,Male,Illinois,4655,4204,120,77.59,UID97,3,195.35,2.52,0.65,0.0258
2024-09-11 14:07:22.323296,Holiday Sale,Set 1,Feed,45-54,Female,Florida,3747,2311,151,174.24,UID465,4,304.08,1.75,1.15,0.0403
2024-08-27 14:07:22.323296,Holiday Sale,Set 1,Stories,18-24,Female,Florida,6076,3662,264,137.13,UID67,6,368.58,2.69,0.52,0.0434
2024-07-13 14:07:22.323296,Product Launch,Set 3,Stories,45-54,Female,Texas,8226,6354,184,157.88,UID309,6,483.68,3.06,0.86,0.0224
2024-06-24 14:07:22.323296,Holiday Sale,Set 1,Marketplace,45-54,Male,New York,6322,3166,214,136.89,UID236,7,477.37,3.49,0.64,0.0339
2024-06-20 14:07:22.323296,Brand Awareness,Set 1,Feed,45-54,Female,Illinois,3777,3281,136,117.66,UID269,5,460.23,3.91,0.87,0.036
2024-09-02 14:07:22.323296,Holiday Sale,Set 3,Feed,18-24,Male,Illinois,8013,5100,334,205.94,UID238,7,463.29,2.25,0.62,0.0417
2024-09-11 14:07:22.323296,Product Launch,Set 3,Video Feeds,35-44,Male,Florida,5433,3196,324,229.92,UID260,10,660.07,2.87,0.71,0.0596
2024-06-18 14:07:22.323296,Product Launch,Set 2,Video Feeds,25-34,Female,Texas,7398,4543,337,481.2,UID457,9,641.85,1.33,1.43,0.0456
2024-07-18 14:07:22.323296,Holiday Sale,Set 3,Marketplace,25-34,Female,California,7698,3970,166,79.68,UID326,4,349.98,4.39,0.48,0.0216
2024-09-05 14:07:22.323296,Brand Awareness,Set 2,Marketplace,35-44,Female,Florida,5359,4225,204,134.83,UID187,6,600.56,4.45,0.66,0.0381
2024-07-17 14:07:22.323296,Holiday Sale,Set 2,Marketplace,35-44,Female,Florida,9357,4708,360,264.98,UID110,12,847.27,3.2,0.74,0.0385
2024-06-18 14:07:22.323296,Product Launch,Set 1,Marketplace,45-54,Female,Illinois,4261,3150,127,58.92,UID67,3,254.46,4.32,0.46,0.0298
2024-07-28 14:07:22.323296,Holiday Sale,Set 1,Feed,45-54,Male,Illinois,4651,2444,144,46.22,UID109,4,273.57,5.92,0.32,0.031
2024-08-29 14:07:22.323296,Holiday Sale,Set 1,Marketplace,25-34,Female,Florida,2971,1480,178,152.78,UID84,4,293.7,1.92,0.86,0.0599
2024-07-15 14:07:22.323296,Brand Awareness,Set 3,Marketplace,45-54,Male,Illinois,5524,3578,101,86.88,UID187,3,216.17,2.49,0.86,0.0183
2024-09-02 14:07:22.323296,Holiday Sale,Set 3,Feed,45-54,Female,Texas,3055,1850,120,43.84,UID299,4,263.13,6.0,0.37,0.0393
2024-08-19 14:07:22.323296,Brand Awareness,Set 1,Video Feeds,35-44,Female,California,4548,3519,155,179.4,UID218,5,485.78,2.71,1.16,0.0341
2024-08-11 14:07:22.323296,Holiday Sale,Set 1,Marketplace,18-24,Male,California,4618,2488,295,145.94,UID84,6,402.64,2.76,0.49,0.0639
2024-08-13 14:07:22.323296,Holiday Sale,Set 3,Video Feeds,55-64,Female,California,8164,5019,164,85.37,UID393,6,416.09,4.87,0.52,0.0201
2024-06-16 14:07:22.323296,Brand Awareness,Set 2,Feed,55-64,Female,Florida,5168,4843,180,345.66,UID481,7,608.83,1.76,1.92,0.0348
2024-07-20 14:07:22.323296,Brand Awareness,Set 2,Video Feeds,45-54,Male,Florida,3415,2571,109,251.48,UID261,4,436.9,1.74,2.31,0.0319
2024-08-23 14:07:22.323296,Product Launch,Set 1,Feed,45-54,Male,Florida,6556,5360,217,490.26,UID351,7,411.98,0.84,2.26,0.0331
2024-08-13 14:07:22.323296,Brand Awareness,Set 1,Marketplace,55-64,Female,Texas,4223,3950,128,208.56,UID1,5,365.29,1.75,1.63,0.0303
2024-07-07 14:07:22.323296,Holiday Sale,Set 1,Video Feeds,35-44,Female,California,2014,1285,72,54.49,UID95,1,97.21,1.78,0.76,0.0357
2024-07-31 14:07:22.323296,Product Launch,Set 2,Marketplace,55-64,Female,Illinois,3020,1870,50,122.0,UID370,1,96.81,0.79,2.44,0.0166
2024-07-30 14:07:22.323296,Brand Awareness,Set 1,Stories,55-64,Male,Illinois,2913,2164,70,111.73,UID393,3,259.43,2.32,1.6,0.024
2024-09-02 14:07:22.323296,Brand Awareness,Set 2,Stories,55-64,Female,New York,4015,3178,118,147.47,UID407,5,416.83,2.83,1.25,0.0294
2024-07-28 14:07:22.323296,Product Launch,Set 3,Video Feeds,45-54,Female,New York,4027,2414,137,110.77,UID289,4,334.26,3.02,0.81,0.034
2024-07-03 14:07:22.323296,Holiday Sale,Set 3,Feed,45-54,Female,Illinois,4809,2331,149,155.99,UID213,4,229.54,1.47,1.05,0.031
2024-08-02 14:07:22.323296,Holiday Sale,Set 3,Video Feeds,55-64,Male,California,7306,3618,259,128.35,UID295,10,625.28,4.87,0.5,0.0355
2024-09-10 14:07:22.323296,Product Launch,Set 1,Feed,45-54,Female,Florida,6216,4733,221,367.33,UID106,7,399.96,1.09,1.66,0.0356
2024-08-11 14:07:22.323296,Holiday Sale,Set 3,Stories,55-64,Male,Illinois,4608,2178,109,60.2,UID499,4,320.94,5.33,0.55,0.0237
2024-06-21 14:07:22.323296,Brand Awareness,Set 2,Feed,35-44,Male,Illinois,2725,1975,99,79.08,UID441,3,287.18,3.63,0.8,0.0363
2024-07-25 14:07:22.323296,Holiday Sale,Set 2,Stories,45-54,Male,New York,8844,5797,288,271.6,UID187,10,765.85,2.82,0.94,0.0326
2024-08-31 14:07:22.323296,Brand Awareness,Set 2,Video Feeds,18-24,Male,California,8089,5865,363,609.1,UID199,9,831.74,1.37,1.68,0.0449
2024-06-29 14:07:22.323296,Holiday Sale,Set 1,Marketplace,45-54,Male,Illinois,3880,2228,163,122.15,UID121,6,357.77,2.93,0.75,0.042
2024-08-29 14:07:22.323296,Brand Awareness,Set 1,Marketplace,35-44,Female,Florida,5336,4763,174,127.43,UID13,5,459.41,3.61,0.73,0.0326
2024-08-06 14:07:22.323296,Product Launch,Set 2,Marketplace,35-44,Male,Florida,4549,3743,71,101.15,UID270,1,79.51,0.79,1.42,0.0156
2024-07-07 14:07:22.323296,Brand Awareness,Set 2,Feed,45-54,Female,Texas,5013,4862,221,232.21,UID438,8,570.79,2.46,1.05,0.0441
2024-08-30 14:07:22.323296,Holiday Sale,Set 2,Marketplace,25-34,Female,Florida,3855,2138,211,72.03,UID296,6,300.93,4.18,0.34,0.0547
2024-08-26 14:07:22.323296,Brand Awareness,Set 2,Feed,55-64,Male,Illinois,2122,2085,57,104.5,UID154,2,167.21,1.6,1.83,0.0269
2024-09-10 14:07:22.323296,Holiday Sale,Set 3,Marketplace,55-64,Male,Illinois,3472,1920,118,103.39,UID46,4,230.25,2.23,0.88,0.034
2024-08-18 14:07:22.323296,Holiday Sale,Set 2,Feed,35-44,Male,Florida,4729,2840,100,68.03,UID88,3,220.46,3.24,0.68,0.0211
2024-08-13 14:07:22.323296,Brand Awareness,Set 1,Feed,45-54,Male,New York,3647,2836,152,255.15,UID52,5,397.1,1.56,1.68,0.0417
2024-06-24 14:07:22.323296,Holiday Sale,Set 1,Stories,25-34,Female,California,8125,4826,207,192.16,UID200,6,383.62,2.0,0.93,0.0255
2024-08-11 14:07:22.323296,Product Launch,Set 1,Stories,18-24,Female,Illinois,3298,2368,174,89.58,UID124,3,296.3,3.31,0.51,0.0528
2024-07-31 14:07:22.323296,Holiday Sale,Set 1,Video Feeds,55-64,Male,Florida,4564,2684,112,112.37,UID381,4,325.68,2.9,1.0,0.0245
2024-06-29 14:07:22.323296,Product Launch,Set 1,Stories,25-34,Male,Florida,8544,6442,200,89.54,UID303,6,501.12,5.6,0.45,0.0234
2024-06-23 14:07:22.323296,Product Launch,Set 2,Feed,55-64,Female,Illinois,4896,3068,124,134.44,UID216,4,349.59,2.6,1.08,0.0253
2024-06-27 14:07:22.323296,Holiday Sale,Set 2,Stories,45-54,Female,Texas,6640,3499,208,122.49,UID379,7,577.95,4.72,0.59,0.0313
2024-07-07 14:07:22.323296,Product Launch,Set 3,Stories,55-64,Male,California,6140,4712,93,102.96,UID420,3,214.02,2.08,1.11,0.0151
2024-07-17 14:07:22.323296,Product Launch,Set 3,Stories,18-24,Female,Illinois,3856,2407,115,67.91,UID68,2,151.8,2.24,0.59,0.0298
